model_name,biomarker_set,accuracy,precision,recall,f1,AUC
decision_tree,semiz,0.9231231231231233,0.9346726665147717,0.9315121136173768,0.9151061416787224,0.9215129431462593
logistic_regression,semiz,0.9374624624624625,0.9337192085072015,0.9521428571428571,0.9364091790562379,0.9860018134934284
neural_network,semiz,0.97012012012012,0.9388964836333258,0.9916666666666666,0.9637457727247858,0.9721004901960784
xgboost,semiz,0.9535285285285285,0.9364395838080048,0.9694737296138898,0.9514238414238415,0.9900664958561377
knn,semiz,0.9036786786786788,0.9293099405754205,0.8914216166082165,0.8970221892660917,0.9747118323927534
decision_tree,zhao,0.9373123123123124,0.9238421812106022,0.954702442380461,0.9332259570494864,0.9494939863683974
logistic_regression,zhao,0.9478228228228229,0.9301724299092721,0.9706944444444444,0.9474514238605426,0.9903405717524165
neural_network,zhao,0.9594594594594594,0.9309868421052631,0.9733333333333334,0.9505068893778571,0.9621090627638615
xgboost,zhao,0.9538288288288287,0.9213493292053663,0.9730158730158731,0.9510308486718223,0.984572243561803
knn,zhao,0.9590840840840841,0.9342483660130719,0.9776388888888888,0.9581911525495832,0.9896336873256715
decision_tree,ponti,0.9096846846846848,0.8978948932044908,0.9066173234828169,0.8803036493422247,0.9157284394729892
logistic_regression,ponti,0.9262762762762762,0.9263257575757576,0.9206188359284335,0.9197857851176232,0.9860719532875105
neural_network,ponti,0.9566066066066066,0.937189497808693,0.9804761904761904,0.9572705561328796,0.9583478694508107
xgboost,ponti,0.9343093093093092,0.9074752222956894,0.9403874883286649,0.9324817047931615,0.9811015357764585
knn,ponti,0.9126876876876876,0.9288281532708776,0.9126732439387238,0.911953290087965,0.9768395381278507
decision_tree,semiz,0.9127627627627627,0.8932843137254902,0.89592127615583,0.9191306194162421,0.9278238704489434
logistic_regression,semiz,0.93993993993994,0.9363477854910081,0.9435954469507102,0.9395009736435883,0.9883363334292128
neural_network,semiz,0.9782282282282283,0.9660224089635854,0.9941176470588236,0.979222688473515,0.9773194014447883
xgboost,semiz,0.9509009009009007,0.9287886427298192,0.9690025252525253,0.9410311693170066,0.9886216483894502
knn,semiz,0.9207957957957957,0.9299843358395989,0.9090727431323407,0.911713310354284,0.9813524191834697
decision_tree,zhao,0.9373123123123122,0.908530026045506,0.948485001840265,0.9108785434995113,0.9668499742622549
logistic_regression,zhao,0.951051051051051,0.930515873015873,0.9660130718954247,0.9496725080308861,0.9896929489499149
neural_network,zhao,0.9645645645645644,0.9406336473983533,0.9866666666666667,0.96261988011988,0.9647551141668789
xgboost,zhao,0.9508258258258258,0.9242570441254652,0.9745280320366133,0.9439587986502687,0.9823801761533959
knn,zhao,0.9536036036036035,0.9425774328870304,0.9705179237686977,0.9539494367135873,0.9914196462077653
decision_tree,ponti,0.8962462462462464,0.8937397660818712,0.8904031774039514,0.9045816253517494,0.9261166711484512
logistic_regression,ponti,0.9265015015015015,0.9252491530208922,0.9125735294117646,0.9233348374780601,0.985441025531486
neural_network,ponti,0.9754504504504504,0.9535939849624061,0.9916666666666666,0.9708306821742585,0.9757591093117408
xgboost,ponti,0.926051051051051,0.9120829742340041,0.9560576923076922,0.9283734530508232,0.9803007851829181
knn,ponti,0.9262762762762764,0.9220116244264851,0.9228916654381051,0.897581610845368,0.9799637563422785
decision_tree,semiz,0.9234984984984985,0.9338133211817423,0.9162605042016807,0.8984515535008596,0.9275855977519504
logistic_regression,semiz,0.94009009009009,0.9306403263059609,0.9374068986568986,0.9336963684332107,0.9833115096118192
neural_network,semiz,0.981006006006006,0.9702255261078789,0.9960000000000001,0.9825714798114369,0.9794962121212121
xgboost,semiz,0.9537537537537538,0.9263137009189641,0.9760714285714286,0.9549800302896276,0.987169137192357
knn,semiz,0.9180930930930931,0.9302828385065227,0.9070165232084737,0.925741706565236,0.9774871791375597
decision_tree,zhao,0.9398648648648649,0.9219141604010025,0.9509532645716856,0.9128013517681282,0.9515398604949687
logistic_regression,zhao,0.9509759759759759,0.9328947368421051,0.9686524689620665,0.9450868764751352,0.9899245774864971
neural_network,zhao,0.9646396396396396,0.9407791537667698,0.9888888888888889,0.9633281983281984,0.9663056191202642
xgboost,zhao,0.9536036036036035,0.9190035987404409,0.9827777777777778,0.9410198135198135,0.9867553656441125
knn,zhao,0.9536786786786786,0.9383053221288515,0.9845938375350141,0.9543582483582485,0.991451546553983
decision_tree,ponti,0.9015765765765767,0.896016081871345,0.9156814136791253,0.9165587183209531,0.8973806471020094
logistic_regression,ponti,0.9263513513513513,0.9190659340659341,0.9203798265717771,0.9227940196082377,0.9850786902081407
neural_network,ponti,0.978003003003003,0.9597911445279866,0.9941176470588236,0.9761088517438392,0.9791830260812459
xgboost,ponti,0.9237987987987987,0.9230212012341168,0.9482185242518059,0.924054033733891,0.9824718952143489
knn,ponti,0.9123873873873872,0.9238257575757576,0.9132948793552508,0.9081718579531742,0.9704964470836179
decision_tree,semiz,0.9314564564564562,0.9165002970885323,0.9608521303258144,0.9144023521694983,0.9474760421956306
logistic_regression,semiz,0.9373873873873872,0.9221512113617376,0.946425983436853,0.9219218619218619,0.9872790913459129
neural_network,semiz,0.9781531531531531,0.9615148332060098,0.9933333333333334,0.9767538145718477,0.9778515724471607
xgboost,semiz,0.9509759759759758,0.9396032268858356,0.9686549707602339,0.9486930850920483,0.9904525085786023
knn,semiz,0.9316816816816816,0.930833234103358,0.8715120891694118,0.910483118414153,0.9770468237246165
decision_tree,zhao,0.9317567567567566,0.9011842105263158,0.9293557422969189,0.9261891383806085,0.9493296765476525
logistic_regression,zhao,0.9534534534534534,0.9332142857142858,0.9657090643274854,0.9437062372392437,0.986664470333588
neural_network,zhao,0.958933933933934,0.9496807973588159,0.9651044891640866,0.9564951047937585,0.958564180057988
xgboost,zhao,0.9507507507507509,0.9246034203154945,0.9690298285306025,0.942940395263907,0.9868715356822774
knn,zhao,0.9534534534534534,0.9376515151515152,0.9782446311858077,0.9556056945633105,0.9881127450980391
decision_tree,ponti,0.8961711711711711,0.9035247432306257,0.915733144134847,0.9146252803734166,0.9287107796277099
logistic_regression,ponti,0.929129129129129,0.9233938636183219,0.9129274750017784,0.9192862975575474,0.9837629846288902
neural_network,ponti,0.9671921921921923,0.9546825396825398,0.9817116320212296,0.967363356614183,0.9654292594230673
xgboost,ponti,0.9319069069069068,0.9034461152882205,0.9368344801688793,0.9214175164175165,0.9738782425892486
knn,ponti,0.9153903903903904,0.9237508836193047,0.9100971177944862,0.9097774741570814,0.9689771743027353
decision_tree,semiz,0.921021021021021,0.8989087159830194,0.944547827903091,0.9203119253447273,0.9333574273164057
logistic_regression,semiz,0.9319069069069069,0.9291578130107879,0.9408237425404945,0.9387759852759853,0.9878600779903529
neural_network,semiz,0.981006006006006,0.9676535087719298,0.9954545454545455,0.9809068161190616,0.9817156527682844
xgboost,semiz,0.9454954954954955,0.9470991203498944,0.9592045454545455,0.9414770388592695,0.9912612897033186
knn,semiz,0.9317567567567566,0.9253868092691622,0.86703259373925,0.898750270261306,0.9769452824541623
decision_tree,zhao,0.9317567567567566,0.90938896930383,0.9463024986709196,0.9423144730142703,0.9467401811867756
logistic_regression,zhao,0.9478978978978979,0.9297197818521348,0.9646834233018442,0.9485905385905387,0.9912498914150101
neural_network,zhao,0.9725225225225225,0.9616416040100251,0.9820833333333333,0.9707466855696596,0.9730211251167133
xgboost,zhao,0.9484984984984985,0.9228342636895268,0.9821212121212121,0.9398749558186555,0.9805540485131445
knn,zhao,0.9505255255255255,0.941074168797954,0.9724948240165631,0.9522750626922644,0.9894577942160179
decision_tree,ponti,0.9318318318318319,0.8868100733116213,0.9289181286549708,0.8870616304627932,0.921367208540028
logistic_regression,ponti,0.9234234234234234,0.9180107130571529,0.9141558441558442,0.9162672590504668,0.9855367773876547
neural_network,ponti,0.9536786786786786,0.9392608359133126,0.9659442724458204,0.9491668328102214,0.9559580881794503
xgboost,ponti,0.9232732732732734,0.9121583054626534,0.9300012285616001,0.9307833522660005,0.9815050787061237
knn,ponti,0.9127627627627627,0.925531512605042,0.9099381586765487,0.9012722945244842,0.9774244406694097
decision_tree,semiz,0.9207207207207209,0.9074020836404738,0.9465527119938886,0.9162620342282706,0.9394194708575849
logistic_regression,semiz,0.9342342342342341,0.930187969924812,0.9531746646026832,0.9179215095887111,0.9866837598797235
neural_network,semiz,0.97012012012012,0.9439138231049995,1.0,0.970458439427755,0.9709786302878408
xgboost,semiz,0.9511261261261261,0.9374154589371979,0.9697979797979798,0.9431260139043276,0.9892207668940742
knn,semiz,0.9209459459459458,0.9315848364517432,0.8866501983568547,0.9019566968978735,0.9765646989674451
decision_tree,zhao,0.9316066066066065,0.9047766475011058,0.9491162262006252,0.9378755706981513,0.9556367227460172
logistic_regression,zhao,0.9481981981981982,0.9298539575319762,0.9669852941176471,0.9479554445150422,0.9886450853068499
neural_network,zhao,0.9591591591591591,0.940726057568163,0.9761904761904763,0.956605968235998,0.9599656229768796
xgboost,zhao,0.94512012012012,0.9333057280883368,0.9710673743181483,0.9429665802034222,0.9862771311136965
knn,zhao,0.9591591591591591,0.9325524986709196,0.9788294265074452,0.9501877358227233,0.9913895662249874
decision_tree,ponti,0.9207207207207206,0.8837834168755222,0.9281313131313131,0.9145805494311382,0.9366045705562925
logistic_regression,ponti,0.926051051051051,0.9264800321348983,0.9192098896975057,0.9265415469867,0.9838572752067334
neural_network,ponti,0.9672672672672672,0.9454509993790181,0.9906926406926406,0.9670800795861473,0.9688271692076039
xgboost,ponti,0.9315315315315316,0.9086733911718768,0.9437831879163147,0.923056832056832,0.9826633311413255
knn,ponti,0.9202702702702702,0.9285049019607843,0.8810386473429951,0.898556630148802,0.9743475718193533
decision_tree,semiz,0.9154654654654655,0.9044231823164048,0.9222473917103073,0.9238315282278696,0.9219748856879276
logistic_regression,semiz,0.9426426426426426,0.9207056090586849,0.9534033613445378,0.9351802562192676,0.988177651522062
neural_network,semiz,0.9727477477477476,0.9486666666666667,1.0,0.9731269759365734,0.9722692147034252
xgboost,semiz,0.9455705705705706,0.9189233576432392,0.97,0.9473895103334999,0.9871990817546076
knn,semiz,0.91006006006006,0.9405515873015874,0.8907152221890074,0.9173271612066181,0.9799829788691149
decision_tree,zhao,0.9399399399399397,0.9157640271627686,0.9271190230478157,0.9331878866747289,0.9583440962775329
logistic_regression,zhao,0.9562312312312311,0.9310600029485478,0.9679285626654046,0.950215579245968,0.989128443043884
neural_network,zhao,0.9645645645645645,0.9417390066074276,0.9891812865497076,0.9640502752901053,0.9658725471500575
xgboost,zhao,0.950900900900901,0.9314673165223374,0.9563533834586465,0.9506498006498006,0.9869853636561388
knn,zhao,0.9509759759759759,0.9337004442925494,0.974635832004253,0.948200415904842,0.9932491765096465
decision_tree,ponti,0.9234984984984985,0.9051986584107328,0.9186686705107757,0.9102561877775572,0.9147090877818431
logistic_regression,ponti,0.929129129129129,0.9237938596491228,0.9228302764486974,0.9211349566865336,0.981896361159003
neural_network,ponti,0.9645645645645645,0.9489517018928785,0.9785714285714286,0.9615483065029344,0.9698450672134884
xgboost,ponti,0.9371621621621621,0.9034243697478992,0.9577525252525254,0.9294305984712962,0.9784927336165726
knn,ponti,0.9231981981981981,0.9195448793552508,0.8992587233215177,0.900471493626456,0.9731476234654769
decision_tree,semiz,0.9127627627627628,0.9177998248741283,0.9415432812801233,0.9056740059550915,0.9377886072060295
logistic_regression,semiz,0.9399399399399397,0.9253740970072238,0.949817090803933,0.9356396303963723,0.9886687027552779
neural_network,semiz,0.9782282282282282,0.9548763197586727,1.0,0.9767579940584868,0.978637962988986
xgboost,semiz,0.9534534534534534,0.9335674357462282,0.97218782249742,0.9470557619788126,0.987578578799941
knn,semiz,0.9153153153153152,0.9397923116615067,0.8803052975576195,0.9156448178981386,0.9686274405096968
decision_tree,zhao,0.940015015015015,0.9024918914934397,0.9457422522438004,0.923116373178736,0.955047158312739
logistic_regression,zhao,0.9533783783783785,0.934325519681557,0.9696719070403279,0.9553890120620627,0.9874517491759607
neural_network,zhao,0.9615615615615614,0.9489769544181309,0.9717105263157894,0.9590850981503181,0.96248620538986
xgboost,zhao,0.9265765765765765,0.9187918412632372,0.9639721362229101,0.9490509909707393,0.9855323136902084
knn,zhao,0.9536786786786784,0.928324068088774,0.9742606516290728,0.9531905773463135,0.9901493260781186
decision_tree,ponti,0.91006006006006,0.8929098321250697,0.9282539682539681,0.9019022260113779,0.9104149159663866
logistic_regression,ponti,0.9288288288288287,0.9281578947368422,0.9231069094304388,0.9255018905398412,0.9839223138307247
neural_network,ponti,0.9593843843843844,0.940930735930736,0.9700915750915751,0.9545791805094129,0.960021277741866
xgboost,ponti,0.9343843843843842,0.9124644945697578,0.9540716374269007,0.9304935984180973,0.9783332066250781
knn,ponti,0.9070570570570571,0.9270779220779222,0.899088999236058,0.9155545072472883,0.9744363929146539
decision_tree,semiz,0.9263513513513513,0.9010955710955711,0.9295040296820483,0.8972511935298879,0.9176318598841819
logistic_regression,semiz,0.9374624624624623,0.9281957344341245,0.9378186274509804,0.9321145087144288,0.9860574262496684
neural_network,semiz,0.9807807807807807,0.9591281512605043,1.0,0.9785032876250422,0.9826242997198879
xgboost,semiz,0.9508258258258259,0.9305864092048303,0.9673870573870573,0.9583146133146132,0.9897773672312642
knn,semiz,0.931981981981982,0.9405650154798761,0.8992337852206275,0.9245734696469248,0.9796762431082326
decision_tree,zhao,0.9342342342342341,0.919453965796845,0.9494841884122069,0.9263558641654617,0.947710366317493
logistic_regression,zhao,0.9481231231231231,0.9283030351141808,0.9738544891640867,0.9475951818022208,0.9902069626130737
neural_network,zhao,0.9564564564564565,0.9432142857142857,0.9682600732600732,0.9536529296327446,0.9595003477979821
xgboost,zhao,0.9537537537537537,0.9211240500985085,0.9600466786171458,0.9547823589249737,0.983860386259767
knn,zhao,0.9591591591591591,0.9317543859649122,0.9801535087719297,0.9532255818665556,0.9912485819993562
decision_tree,ponti,0.9016516516516516,0.8800449653545629,0.9281962116830538,0.8957430351287419,0.9257021006169612
logistic_regression,ponti,0.9263513513513513,0.931171802054155,0.9221366529067767,0.9168638904622126,0.9786103069617
neural_network,ponti,0.97012012012012,0.9585934533302956,0.9843434343434343,0.9706643966712033,0.970436400619467
xgboost,ponti,0.9286036036036036,0.9065529018624995,0.9458771929824561,0.9298611654803606,0.9830008789706428
knn,ponti,0.9233483483483484,0.9164799253034547,0.922348303870043,0.911184788079377,0.9673353419506165
decision_tree,semiz,0.9288288288288287,0.9017161274398117,0.9293494152046783,0.9285167889534283,0.9371657173080999
logistic_regression,semiz,0.9373123123123122,0.923112491373361,0.9470605524058209,0.932997097968929,0.9881024035878534
neural_network,semiz,0.9783033033033032,0.9649941873982794,0.9941176470588236,0.9789531501929801,0.9774206656346749
xgboost,semiz,0.9427927927927927,0.9195696460402342,0.966468253968254,0.9456849224623058,0.9871132376395535
knn,semiz,0.9042792792792793,0.9307697552705292,0.9035829040240806,0.9237428461894488,0.9765911280245521
decision_tree,zhao,0.9232732732732731,0.9188729095757295,0.9597525676937442,0.9308036203173774,0.9620883881736901
logistic_regression,zhao,0.9508258258258259,0.9408986481354902,0.9657352941176469,0.9486499777151977,0.9909037557252212
neural_network,zhao,0.9562312312312311,0.9337805297557619,0.9777433780529756,0.9541373140057351,0.9586286572045084
xgboost,zhao,0.9371621621621621,0.9161326500297088,0.9742173615857826,0.93902270934529,0.9850791193670452
knn,zhao,0.9589339339339338,0.939718039528411,0.9888544891640867,0.9507888524314672,0.9908922438393221
decision_tree,ponti,0.9157657657657658,0.9005804897716663,0.8982469654528478,0.9101677175361387,0.9325482677138559
logistic_regression,ponti,0.9263513513513514,0.9288347093223255,0.9189940090868882,0.9258948288630393,0.9806894107784201
neural_network,ponti,0.9646396396396396,0.9386333257385889,0.9888888888888889,0.9627066141642301,0.9661744322928533
xgboost,ponti,0.9262762762762764,0.9149230757202893,0.9460566480303323,0.9260995203983008,0.9812065287541463
knn,ponti,0.9234234234234233,0.9161152882205513,0.9145664964550413,0.9121544715447154,0.9767007953066811
decision_tree,semiz,0.9236486486486486,0.925804261826775,0.9285026291218241,0.9296325049771657,0.9448484697866626
logistic_regression,semiz,0.9341591591591591,0.9284160490352441,0.9434592776504541,0.9373598273598274,0.9846116516782152
neural_network,semiz,0.9835585585585586,0.960682008050429,1.0,0.9791439871927677,0.9855919619309711
xgboost,semiz,0.9507507507507507,0.9277854808590102,0.962361111111111,0.9443353043353044,0.990369537246977
knn,semiz,0.9209459459459459,0.9336218172279553,0.8676175604581179,0.9067433254887882,0.9826246277876713
decision_tree,zhao,0.9292042042042041,0.9271194290073008,0.9649248120300753,0.9356029746115953,0.9553775488768421
logistic_regression,zhao,0.9479729729729728,0.9337020114388535,0.9738638262322471,0.9478000766230507,0.9903445600554901
neural_network,zhao,0.9700450450450451,0.9419314998726763,0.9933333333333334,0.9657138650822862,0.9718646712764359
xgboost,zhao,0.9478978978978978,0.9162897439677625,0.9593344155844157,0.9466899992915243,0.9861347136695434
knn,zhao,0.9590090090090089,0.9367728311420261,0.9714297385620915,0.9510213015838872,0.9875719211129429
decision_tree,ponti,0.9044294294294293,0.8945385522630105,0.9326743858958828,0.9236930445483077,0.9264458071784933
logistic_regression,ponti,0.929129129129129,0.926495269436446,0.9221190230478158,0.9169260549748355,0.9825570905636078
neural_network,ponti,0.9593843843843842,0.9506953734671126,0.9667251461988304,0.9574117461485884,0.9593062200956938
xgboost,ponti,0.9317567567567568,0.9192038027332146,0.9451691059198799,0.9225155436325423,0.9825951238659039
knn,ponti,0.9128378378378379,0.9223515519568151,0.908312447786132,0.9228485204059806,0.9779339854833277
decision_tree,semiz,0.9204954954954955,0.8858215089863697,0.9334790941548246,0.9233834556020154,0.9453473223767004
logistic_regression,semiz,0.9428678678678677,0.911890264877881,0.9493067226890755,0.9342833347423714,0.9882091927680163
neural_network,semiz,0.9646396396396396,0.9262617327632808,0.9928571428571429,0.9571994220603468,0.9688890633802465
xgboost,semiz,0.9562312312312313,0.9263784461152882,0.9690225563909773,0.9454309278732638,0.9864293923871255
knn,semiz,0.8962462462462464,0.9321774705305461,0.9080425247902365,0.9142586867679443,0.9803675719800591
decision_tree,zhao,0.9424174174174175,0.9220097344811304,0.9599507583060214,0.9305675361604946,0.9498474484734972
logistic_regression,zhao,0.9536786786786786,0.9309243697478993,0.9675292397660821,0.9481837301465715,0.9881670802378922
neural_network,zhao,0.9645645645645645,0.9456224583361479,0.9828676470588235,0.9629724379378081,0.9651032053172146
xgboost,zhao,0.9534534534534534,0.9184264493676257,0.9707499140006881,0.9449474382849562,0.9839073461436835
knn,zhao,0.9616366366366366,0.9379981439269365,0.9764297385620916,0.9525338726153754,0.9910968677061861
decision_tree,ponti,0.906981981981982,0.8958464052287581,0.9315586314270524,0.8990717127141948,0.9315103202587078
logistic_regression,ponti,0.9290540540540541,0.9333959899749373,0.931859668109668,0.9220482222461308,0.9845610148580348
neural_network,ponti,0.9563813813813813,0.9291353383458647,0.9818954248366014,0.9542654273142078,0.9572578505086244
xgboost,ponti,0.9316816816816816,0.9073015873015873,0.9444864612511671,0.9349760525488998,0.9709497679575809
knn,ponti,0.9234984984984985,0.9178681552365763,0.9004401154401155,0.9152857623408913,0.9772640534910229
decision_tree,semiz,0.9316816816816816,0.8924277214873191,0.9143070409982176,0.9233290217853553,0.9400439856243127
logistic_regression,semiz,0.9347597597597599,0.9230140692640694,0.9533755133755133,0.9318293047804327,0.9849665566303628
neural_network,semiz,0.97012012012012,0.9510516487296673,0.9894736842105264,0.9691650168430355,0.9718507319022193
xgboost,semiz,0.9563813813813814,0.9233784829721363,0.9787114845938376,0.936733949140623,0.9918080794857616
knn,semiz,0.9177177177177178,0.9461441968091583,0.9115873015873015,0.9167428314487138,0.9787597724366426
decision_tree,zhao,0.9343843843843844,0.913611025111799,0.9543580542264752,0.9339818324029053,0.9591136363636364
logistic_regression,zhao,0.9563063063063062,0.939936507936508,0.9651797385620915,0.9453768158179923,0.9895482101222555
neural_network,zhao,0.9645645645645645,0.9429377364981081,0.9842261904761905,0.962244166962727,0.9675979123533469
xgboost,zhao,0.9454204204204204,0.9306983456859618,0.9583694083694084,0.9453934401268642,0.9817575802250724
knn,zhao,0.9617867867867869,0.9356466533982013,0.9718201754385966,0.9552682868153808,0.9917542910306067
decision_tree,ponti,0.9178678678678679,0.8989485649332197,0.904173116615067,0.9007906687876994,0.9340405400699516
logistic_regression,ponti,0.9313063063063064,0.9310695343304041,0.9183531746031746,0.9150343578250555,0.9873492752069277
neural_network,ponti,0.961861861861862,0.9483134920634921,0.9751918158567776,0.9598592252031144,0.9645172329801486
xgboost,ponti,0.9234234234234234,0.8991840675664206,0.9566771708683474,0.9281588999236059,0.981657159877469
knn,ponti,0.9182432432432431,0.9171948111228296,0.9015121590207403,0.9054882147269115,0.9766792941355046
decision_tree,semiz,0.9315315315315316,0.8936833226113411,0.9512842528315673,0.9062623730828738,0.9396941748664901
logistic_regression,semiz,0.9370870870870872,0.9236034798534799,0.9350571448675163,0.9325929700352441,0.9864474423330343
neural_network,semiz,0.9724474474474473,0.9517366946778711,0.9916666666666666,0.97077215796728,0.9713419578357658
xgboost,semiz,0.9427927927927928,0.9349164976301874,0.9632142857142856,0.9555834772967259,0.9869782977506931
knn,semiz,0.9287537537537537,0.9343599033816427,0.9152861319966583,0.8982317061933818,0.9710459266288408
decision_tree,zhao,0.9427927927927927,0.9119440853264382,0.9540814435822176,0.9358638390549412,0.9639498255442527
logistic_regression,zhao,0.956006006006006,0.9303191356287333,0.9674603174603174,0.9517789856885603,0.990724985294241
neural_network,zhao,0.9753753753753752,0.959876898127672,0.990909090909091,0.9745529873436851,0.9773368780977476
xgboost,zhao,0.9508258258258258,0.9203666027814634,0.9760924369747899,0.9424743427391054,0.9840110728302486
knn,zhao,0.9535285285285283,0.9303580879045276,0.9668902648778811,0.9497524333801121,0.9945688083845979
decision_tree,ponti,0.915015015015015,0.8839740655987797,0.905874183006536,0.9172599590912534,0.9336532326247884
logistic_regression,ponti,0.9316816816816818,0.9260441926494558,0.9243532157332804,0.9269844253047175,0.9823561856959688
neural_network,ponti,0.9592342342342342,0.9337679894700355,0.9842236024844719,0.9578434852148465,0.9586853943158291
xgboost,ponti,0.9344594594594593,0.9106150793650792,0.9386782296650719,0.9232681333881025,0.9821451118326117
knn,ponti,0.9153903903903904,0.9243528551771586,0.9082446311858077,0.9120945599011933,0.9777251142651938
decision_tree,semiz,0.9236486486486486,0.8975023342670401,0.9136929736929738,0.9277946989265363,0.9368994857481698
logistic_regression,semiz,0.9374624624624625,0.9211065834750045,0.9449154589371979,0.9308565383769688,0.9894227944921175
neural_network,semiz,0.9781531531531531,0.9543434343434344,1.0,0.9758946297660389,0.9801932367149758
xgboost,semiz,0.950900900900901,0.9317046068826255,0.971797385620915,0.9477097765810466,0.9885250681980559
knn,semiz,0.9206456456456455,0.923950435529383,0.911261895998738,0.9026338092801508,0.9806906135997225
decision_tree,zhao,0.9398648648648648,0.9058771929824563,0.9555193520789496,0.9226908142896104,0.941476964896349
logistic_regression,zhao,0.9508258258258258,0.9297606315253374,0.966140350877193,0.9488671793945628,0.9906073023983242
neural_network,zhao,0.9673423423423424,0.9447380092387831,0.9894444444444443,0.9650253235982976,0.9702941825957205
xgboost,zhao,0.9506006006006007,0.924119223712877,0.9311035353535353,0.9523373329912921,0.9864950028924614
knn,zhao,0.9563813813813814,0.9317105263157895,0.9673319327731094,0.9567424913136975,0.9893617239674919
decision_tree,ponti,0.8987237237237238,0.8934984758066602,0.8988294265074451,0.8880470477743593,0.912769424636965
logistic_regression,ponti,0.9262762762762762,0.9250884484228475,0.9216124871001032,0.9250113559698416,0.9822011495031362
neural_network,ponti,0.9347597597597599,0.9245733596468891,0.9414997502497503,0.930317359258361,0.9398289403427789
xgboost,ponti,0.9319069069069068,0.9017020977818191,0.948641456582633,0.9278612718698925,0.9734533289880577
knn,ponti,0.909984984984985,0.9165367965367965,0.8762441643323996,0.9099913022393489,0.9742328700818446
decision_tree,semiz,0.9207207207207206,0.9274927136846642,0.9350267379679146,0.9059948742657836,0.9435605306715988
logistic_regression,semiz,0.9400900900900899,0.922780045032367,0.9474641148325358,0.9376907577157251,0.9871528084918179
neural_network,semiz,0.9807807807807809,0.9618241235888295,1.0,0.9790476190476192,0.9829219948849104
xgboost,semiz,0.9481981981981982,0.9297951231774763,0.9573188405797103,0.9487228866577908,0.9877332753675632
knn,semiz,0.9395645645645645,0.9316211261219001,0.8942147313470844,0.9082987466128275,0.9774609094036337
decision_tree,zhao,0.9399399399399397,0.9228007518796992,0.9541562238930659,0.9304014540361047,0.9426213539912108
logistic_regression,zhao,0.9509759759759759,0.9363257575757574,0.9638544891640868,0.94297826408963,0.9925825520368864
neural_network,zhao,0.9728228228228227,0.9582817871618516,0.9869747899159664,0.9715704665704668,0.9722175536881419
xgboost,zhao,0.947972972972973,0.9226180487450512,0.9848583877995642,0.9398728263434147,0.983844474155684
knn,zhao,0.9619369369369368,0.9279977684853845,0.9780701754385964,0.9507445673102637,0.9893610972432567
decision_tree,ponti,0.9096846846846847,0.8902729975562794,0.9136362351958327,0.9003470211871359,0.9154256871252766
logistic_regression,ponti,0.9290540540540541,0.9237541015056495,0.9240433749257277,0.9151146461538839,0.9840985135986566
neural_network,ponti,0.96996996996997,0.960814479638009,0.9785714285714284,0.9673340900953683,0.9654386403070614
xgboost,ponti,0.9315315315315316,0.9175997965929316,0.9519736842105264,0.9383814344544085,0.9757493354598619
knn,ponti,0.9207957957957958,0.9165791316526611,0.9218576106331862,0.9142162938897884,0.9781058805100986
decision_tree,semiz,0.8936936936936937,0.9078804855275443,0.9339979628214923,0.9031086936850141,0.9461779597214379
logistic_regression,semiz,0.9373873873873872,0.9318939393939394,0.9376423679519654,0.9364714317940125,0.9888397351785831
neural_network,semiz,0.9781531531531531,0.9544390756302521,1.0,0.9758309783135267,0.9784507649213532
xgboost,semiz,0.9508258258258259,0.9276681286549708,0.9649465811965813,0.9416558952743163,0.9900003732120058
knn,semiz,0.9207207207207206,0.9360847752179021,0.8972814569331596,0.9226948722660785,0.981201563958917
decision_tree,zhao,0.9236486486486488,0.9143002103414004,0.9462247474747475,0.9403837286901269,0.9553092828033488
logistic_regression,zhao,0.9508258258258258,0.9281652661064428,0.9651044891640866,0.9481371061089373,0.988650510902328
neural_network,zhao,0.9590090090090089,0.9434932920536635,0.9732539682539683,0.9569463868801549,0.961976994528482
xgboost,zhao,0.9371621621621621,0.9264181286549708,0.9854545454545456,0.9521742101022287,0.9861597241767519
knn,zhao,0.951051051051051,0.9300534759358289,0.9721125730994153,0.9570746992035891,0.9881250994924885
decision_tree,ponti,0.9128378378378379,0.9105118187625928,0.9486706963487149,0.9148460853948659,0.9068919702676629
logistic_regression,ponti,0.9231231231231231,0.9236431623931625,0.9219883040935674,0.9248427599883147,0.9858000937569183
neural_network,ponti,0.9671171171171171,0.9440648897885741,0.9836257309941521,0.9618087933655957,0.9706217466743782
xgboost,ponti,0.921021021021021,0.9076672085224718,0.9352130779848171,0.9240976996859349,0.9796164168461919
knn,ponti,0.9071321321321323,0.9182754848350825,0.8890435647943388,0.913952458952459,0.9771526902535029
decision_tree,semiz,0.9207207207207206,0.9078258995906057,0.9094538021318208,0.9251698020160155,0.9223558117543218
logistic_regression,semiz,0.9369369369369368,0.930364286556237,0.9355357142857142,0.9278014882580787,0.9850863787083753
neural_network,semiz,0.9755255255255253,0.9565109427609428,0.9941176470588236,0.9747682580092928,0.974335668061691
xgboost,semiz,0.9561561561561561,0.9311730306157552,0.972020202020202,0.9463699633699634,0.9883578864161295
knn,semiz,0.9178678678678679,0.9381372549019608,0.9069089844175657,0.8984123685413135,0.9795171845818522
decision_tree,zhao,0.9426426426426426,0.9056289661266778,0.9393357725865468,0.9313220130228093,0.9499657617363567
