model_name,biomarker_set,accuracy,precision,recall,f1,AUC,TP,FP,TN,FN
neural_network,semiz,0.9701951951951951,0.946280406899602,0.9933333333333334,0.9679776422764228,0.9721996753246753,173,10,182,1
xgboost,semiz,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9890303139926658,168,11,181,6
knn,semiz,0.9207650273224044,0.9341317365269461,0.896551724137931,0.9149560117302054,0.972810835374206,156,11,181,18
decision_tree,zhao,0.9480874316939891,0.918918918918919,0.9770114942528736,0.947075208913649,0.9602362999248963,170,15,177,4
logistic_regression,zhao,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9898676290655695,168,13,179,6
neural_network,zhao,0.9698198198198199,0.947640245329427,0.9965517241379309,0.9707812723674794,0.9685200141157491,173,10,182,1
xgboost,zhao,0.953551912568306,0.9197860962566845,0.9885057471264368,0.9529085872576177,0.9899869079037205,172,15,177,2
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.9873763250853035,171,12,180,3
decision_tree,ponti,0.9043715846994536,0.8971428571428571,0.9022988505747126,0.8997134670487106,0.9427669789678472,157,18,174,17
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9831542318447732,159,13,179,15
neural_network,ponti,0.9591591591591591,0.9426846764346765,0.9723214285714284,0.9561718254855306,0.9607017851000048,169,10,182,5
xgboost,ponti,0.9262295081967213,0.9152542372881356,0.9310344827586207,0.923076923076923,0.976629764036451,162,15,177,12
knn,ponti,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9806075845600779,158,14,178,16
decision_tree,semiz,0.9344262295081968,0.9310344827586207,0.9310344827586207,0.9310344827586207,0.9455844197249641,162,12,180,12
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.987510430161555,165,12,180,9
neural_network,semiz,0.9674174174174175,0.9524352548036757,0.9842105263157894,0.9674801854213619,0.9680279129195538,171,9,183,3
xgboost,semiz,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9887833008447042,168,13,179,6
knn,semiz,0.9180327868852459,0.9390243902439024,0.8850574712643678,0.911242603550296,0.9807793896924333,154,10,182,20
decision_tree,zhao,0.9289617486338798,0.9157303370786517,0.9367816091954023,0.9261363636363636,0.9517924395865573,163,15,177,11
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9881489803745354,168,12,180,6
neural_network,zhao,0.9673423423423422,0.9514174920366871,0.9819852941176471,0.965822931995918,0.9674077852831722,171,9,183,3
xgboost,zhao,0.9480874316939891,0.9234972677595629,0.9712643678160919,0.9467787114845938,0.9810820447707703,169,14,178,5
knn,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9876617989853284,169,12,180,5
decision_tree,ponti,0.8961748633879781,0.9,0.8793103448275862,0.8895348837209301,0.9272202404989456,153,17,175,21
logistic_regression,ponti,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.983358822643383,161,13,179,13
neural_network,ponti,0.953978978978979,0.9340293668954998,0.96,0.9459310698419193,0.9525089772404349,168,11,181,6
xgboost,ponti,0.9316939890710383,0.9162011173184358,0.9425287356321839,0.9291784702549574,0.9785282309805012,164,15,177,10
knn,ponti,0.9207650273224044,0.9190751445086706,0.9137931034482759,0.9164265129682997,0.973459157741601,159,14,178,15
decision_tree,semiz,0.9098360655737705,0.8983050847457628,0.9137931034482759,0.9059829059829059,0.9406367243867244,159,18,174,15
logistic_regression,semiz,0.9371584699453552,0.9265536723163842,0.9425287356321839,0.9344729344729344,0.9884084453679536,164,13,179,10
neural_network,semiz,0.9809309309309308,0.9627419571947773,1.0,0.9805316141500352,0.9814612288296498,174,7,185,0
xgboost,semiz,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9896362683906222,168,11,181,6
knn,semiz,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.977655415719266,159,13,179,15
decision_tree,zhao,0.9316939890710383,0.9116022099447514,0.9482758620689655,0.9295774647887324,0.9492097338935575,165,16,176,9
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9871334087514765,168,12,180,6
neural_network,zhao,0.9646396396396396,0.9348718097759019,0.9857142857142858,0.9585209235209236,0.9650592778917588,172,11,181,2
xgboost,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9871458561388788,169,15,177,5
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.9900067330633986,171,12,180,3
decision_tree,ponti,0.8961748633879781,0.8820224719101124,0.9022988505747126,0.8920454545454546,0.9369627502032042,157,21,171,17
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9841454202665896,160,13,179,14
neural_network,ponti,0.9782282282282282,0.961650365887982,0.9952380952380953,0.9776907234439299,0.9796005639097745,173,7,185,1
xgboost,ponti,0.9398907103825137,0.9175824175824175,0.9597701149425287,0.9382022471910112,0.9788492289025111,167,15,177,7
knn,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9725899621212122,159,13,179,15
decision_tree,semiz,0.9153005464480874,0.9132947976878613,0.9080459770114943,0.9106628242074928,0.945379140314641,158,15,177,16
logistic_regression,semiz,0.9316939890710383,0.9209039548022598,0.9367816091954023,0.9287749287749287,0.9863154758783658,163,14,178,11
neural_network,semiz,0.9753753753753752,0.960900451887294,0.9882352941176471,0.9733124277942373,0.9763389674051439,172,7,185,2
xgboost,semiz,0.9562841530054644,0.9388888888888889,0.9712643678160919,0.9548022598870056,0.9870342168487948,169,11,181,5
knn,semiz,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9805765887150496,158,13,179,16
decision_tree,zhao,0.9262295081967213,0.9106145251396648,0.9367816091954023,0.9235127478753541,0.950757672634271,163,16,176,11
logistic_regression,zhao,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.988916758541708,169,13,179,5
neural_network,zhao,0.9536036036036035,0.9342450142450142,0.9658080808080808,0.9490224572685637,0.9541197691197691,168,11,181,6
xgboost,zhao,0.953551912568306,0.9289617486338798,0.9770114942528736,0.9523809523809524,0.9842619234088478,170,13,179,4
knn,zhao,0.9590163934426229,0.9392265193370166,0.9770114942528736,0.9577464788732395,0.9903650851586306,170,11,181,4
decision_tree,ponti,0.9043715846994536,0.8971428571428571,0.9022988505747126,0.8997134670487106,0.9084666207636776,157,18,174,17
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9784155464418622,160,13,179,14
neural_network,ponti,0.9728978978978979,0.9602915711739242,0.9881944444444445,0.9728533176762918,0.9729266487296673,172,8,184,2
xgboost,ponti,0.9262295081967213,0.9060773480662984,0.9425287356321839,0.923943661971831,0.9803272142565229,164,17,175,10
knn,ponti,0.9207650273224044,0.9190751445086706,0.9137931034482759,0.9164265129682997,0.9802018126758713,159,14,178,15
decision_tree,semiz,0.9234972677595629,0.9055555555555556,0.9367816091954023,0.9209039548022598,0.9325724851344047,163,17,175,11
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.984927246653926,165,14,178,9
neural_network,semiz,0.9808558558558558,0.9653186274509803,0.9949999999999999,0.9794099891253591,0.9828337890179994,173,6,186,1
xgboost,semiz,0.9453551912568307,0.9277777777777778,0.9597701149425287,0.943502824858757,0.987058102990443,167,13,179,7
knn,semiz,0.9234972677595629,0.9451219512195121,0.8908045977011494,0.9171597633136094,0.976950117467242,155,9,183,19
decision_tree,zhao,0.9207650273224044,0.8961748633879781,0.9425287356321839,0.9187675070028011,0.9441513669795404,164,19,173,10
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9893827134123188,168,12,180,6
neural_network,zhao,0.9592342342342342,0.9560660787440973,0.9655080213903744,0.958189233537621,0.9621028635966716,167,8,184,7
xgboost,zhao,0.953551912568306,0.9243243243243243,0.9827586206896551,0.9526462395543176,0.9844072800052043,171,14,178,3
knn,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9897142184669736,169,12,180,5
decision_tree,ponti,0.9180327868852459,0.8956043956043956,0.9367816091954023,0.9157303370786517,0.9248427418809746,163,19,173,11
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.979318560588878,160,13,179,14
neural_network,ponti,0.9563063063063062,0.9438769638290099,0.9676839156715318,0.9535637841657563,0.9579029254722483,168,10,182,6
xgboost,ponti,0.9262295081967213,0.9060773480662984,0.9425287356321839,0.923943661971831,0.9767095888584592,164,17,175,10
knn,ponti,0.9180327868852459,0.9186046511627907,0.9080459770114943,0.9132947976878613,0.9774323506880043,158,14,178,16
decision_tree,semiz,0.9344262295081968,0.9120879120879121,0.9540229885057471,0.9325842696629213,0.9331195056009634,166,16,176,8
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9869793181427277,165,14,178,9
neural_network,semiz,0.9808558558558559,0.9633888028895768,0.9941176470588236,0.9776483306725241,0.9831150378464957,173,6,186,1
xgboost,semiz,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.9882384743278537,170,12,180,4
knn,semiz,0.912568306010929,0.9382716049382716,0.8735632183908046,0.9047619047619048,0.9789860527943202,152,10,182,22
decision_tree,zhao,0.9316939890710383,0.907103825136612,0.9540229885057471,0.9299719887955182,0.9403628842109233,166,17,175,8
logistic_regression,zhao,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9854080290409625,168,11,181,6
neural_network,zhao,0.9616366366366366,0.9387388591800357,0.9824999999999999,0.9590052447124847,0.9621839097958024,171,11,181,3
xgboost,zhao,0.9426229508196722,0.9180327868852459,0.9655172413793104,0.9411764705882353,0.9858524719031685,168,15,177,6
knn,zhao,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.9904489068212315,170,12,180,4
decision_tree,ponti,0.9234972677595629,0.9101123595505618,0.9310344827586207,0.9204545454545454,0.9030510084208428,162,16,176,12
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9827141818449867,160,13,179,14
neural_network,ponti,0.9647897897897899,0.9375369661074332,0.9941176470588236,0.9634932960219904,0.9666568221491495,173,12,180,1
xgboost,ponti,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9822437413031775,165,13,179,9
knn,ponti,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9765646480378163,158,13,179,16
decision_tree,semiz,0.9234972677595629,0.9195402298850575,0.9195402298850575,0.9195402298850575,0.9492410318726108,160,14,178,14
logistic_regression,semiz,0.9371584699453552,0.9265536723163842,0.9425287356321839,0.9344729344729344,0.9859321904725895,164,13,179,10
neural_network,semiz,0.9836336336336335,0.9679441026809448,1.0,0.98352457008979,0.9837517395315383,174,6,186,0
xgboost,semiz,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9878452005585536,169,12,180,5
knn,semiz,0.912568306010929,0.927710843373494,0.8850574712643678,0.9058823529411766,0.9752211776899236,154,12,180,20
decision_tree,zhao,0.9344262295081968,0.9032258064516129,0.9655172413793104,0.9333333333333333,0.9627320207312466,168,18,174,6
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9863866648511255,168,12,180,6
neural_network,zhao,0.9671921921921921,0.9524165806673546,0.9827355072463767,0.9665883289113779,0.9676000009080671,171,9,183,3
xgboost,zhao,0.9426229508196722,0.9226519337016574,0.9597701149425287,0.9408450704225353,0.9851763823551748,167,14,178,7
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.99165102855857,171,12,180,3
decision_tree,ponti,0.9098360655737705,0.8983050847457628,0.9137931034482759,0.9059829059829059,0.9130216656313147,159,18,174,15
logistic_regression,ponti,0.9234972677595629,0.9244186046511628,0.9137931034482759,0.9190751445086706,0.9848696282344542,159,13,179,15
neural_network,ponti,0.9755255255255255,0.9564975551624159,0.9944444444444445,0.9747840596070336,0.976624404147624,173,8,184,1
xgboost,ponti,0.9289617486338798,0.9157303370786517,0.9367816091954023,0.9261363636363636,0.9791239741510639,163,15,177,11
knn,ponti,0.9098360655737705,0.9171597633136095,0.8908045977011494,0.9037900874635568,0.9797031949187985,155,14,178,19
decision_tree,semiz,0.9344262295081968,0.9261363636363636,0.9367816091954023,0.9314285714285715,0.9392954518475352,163,13,179,11
logistic_regression,semiz,0.9344262295081968,0.9213483146067416,0.9425287356321839,0.9318181818181818,0.9847756346358321,164,14,178,10
neural_network,semiz,0.972972972972973,0.9536989154636213,0.9933333333333334,0.9726125541125541,0.9717196692196692,173,9,183,1
xgboost,semiz,0.9453551912568307,0.9230769230769231,0.9655172413793104,0.9438202247191013,0.9875110411510836,168,14,178,6
knn,semiz,0.912568306010929,0.927710843373494,0.8850574712643678,0.9058823529411766,0.981096591126261,154,12,180,20
decision_tree,zhao,0.9262295081967213,0.9106145251396648,0.9367816091954023,0.9235127478753541,0.9517521296362661,163,16,176,11
logistic_regression,zhao,0.953551912568306,0.9337016574585635,0.9712643678160919,0.952112676056338,0.9910559170167769,169,12,180,5
neural_network,zhao,0.962012012012012,0.9300245098039216,0.9875,0.9555930823273083,0.9661878881987578,172,12,180,2
xgboost,zhao,0.9508196721311475,0.9193548387096774,0.9827586206896551,0.95,0.9847532377788244,171,15,177,3
knn,zhao,0.9590163934426229,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.991206469221764,171,12,180,3
decision_tree,ponti,0.8989071038251366,0.8870056497175142,0.9022988505747126,0.8945868945868947,0.9249204018291799,157,20,172,17
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9819309045787374,160,13,179,14
neural_network,ponti,0.9535285285285285,0.9260555309843236,0.9781944444444445,0.9501448953599552,0.956416481909903,170,13,179,4
xgboost,ponti,0.9344262295081968,0.9120879120879121,0.9540229885057471,0.9325842696629213,0.9773720803209296,166,16,176,8
knn,ponti,0.912568306010929,0.9226190476190477,0.8908045977011494,0.9064327485380117,0.9781951221078543,155,13,179,19
decision_tree,semiz,0.9262295081967213,0.92,0.9252873563218391,0.9226361031518626,0.947479738971612,161,14,178,13
logistic_regression,semiz,0.9426229508196722,0.9322033898305084,0.9482758620689655,0.94017094017094,0.9864898576580835,165,12,180,9
neural_network,semiz,0.978078078078078,0.9545387143591814,0.9954545454545455,0.9738122247775205,0.9810004556846662,173,7,185,1
xgboost,semiz,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9907030527916303,169,13,179,5
knn,semiz,0.9043715846994536,0.9316770186335404,0.8620689655172413,0.8955223880597015,0.9775816232175881,150,11,181,24
decision_tree,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9500444952962116,169,15,177,5
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9865821723426211,168,12,180,6
neural_network,zhao,0.9754504504504503,0.9501984741264927,1.0,0.9738124205866141,0.9776673567977916,174,9,183,0
xgboost,zhao,0.9453551912568307,0.9184782608695652,0.9712643678160919,0.9441340782122905,0.9873181911164396,169,15,177,5
knn,zhao,0.9562841530054644,0.9340659340659341,0.9770114942528736,0.9550561797752809,0.9943364837461172,170,12,180,4
decision_tree,ponti,0.8879781420765027,0.8888888888888888,0.8735632183908046,0.881159420289855,0.9227006346277179,152,19,173,22
logistic_regression,ponti,0.9316939890710383,0.9257142857142857,0.9310344827586207,0.9283667621776505,0.982958503235276,162,13,179,12
neural_network,ponti,0.9646396396396397,0.9412763366216051,0.9904761904761905,0.9639830273770806,0.9664778971028971,172,11,181,2
xgboost,ponti,0.9398907103825137,0.9175824175824175,0.9597701149425287,0.9382022471910112,0.980329429779158,167,15,177,7
knn,ponti,0.9289617486338798,0.9204545454545454,0.9310344827586207,0.9257142857142858,0.9799679052242908,162,14,178,12
decision_tree,semiz,0.912568306010929,0.9176470588235294,0.896551724137931,0.9069767441860465,0.936672230579448,156,14,178,18
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9870455357009318,165,14,178,9
neural_network,semiz,0.9701951951951951,0.9539185977421271,0.9814035087719297,0.966539717792531,0.9710683842394874,171,8,184,3
xgboost,semiz,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9905459797555386,168,13,179,6
knn,semiz,0.912568306010929,0.9382716049382716,0.8735632183908046,0.9047619047619048,0.9793877767428493,152,10,182,22
decision_tree,zhao,0.9426229508196722,0.9273743016759777,0.9540229885057471,0.9405099150141643,0.9476982117217597,166,13,179,8
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9891926004851701,168,12,180,6
neural_network,zhao,0.9728228228228228,0.9445021645021645,0.9941176470588236,0.9676957116747247,0.9741489033604973,173,9,183,1
xgboost,zhao,0.9453551912568307,0.9230769230769231,0.9655172413793104,0.9438202247191013,0.9886659702542486,168,14,178,6
knn,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9901104259088006,171,13,179,3
decision_tree,ponti,0.912568306010929,0.9080459770114943,0.9080459770114943,0.9080459770114943,0.9253481700174347,158,16,176,16
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9840030743418648,160,13,179,14
neural_network,ponti,0.9671921921921923,0.9485423116615067,0.9850267379679145,0.9653780024674805,0.9697575868291981,171,9,183,3
xgboost,ponti,0.9234972677595629,0.9055555555555556,0.9367816091954023,0.9209039548022598,0.9764351819276355,163,17,175,11
knn,ponti,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9780989622169457,158,13,179,16
decision_tree,semiz,0.9207650273224044,0.9142857142857143,0.9195402298850575,0.9169054441260744,0.9291188109041848,160,15,177,14
logistic_regression,semiz,0.9371584699453552,0.9265536723163842,0.9425287356321839,0.9344729344729344,0.9866133231209984,164,13,179,10
neural_network,semiz,0.9728228228228227,0.949469568529166,0.9941176470588236,0.9709942735825283,0.97349623115103,173,9,183,1
xgboost,semiz,0.953551912568306,0.9385474860335196,0.9655172413793104,0.9518413597733711,0.9899110524737431,168,11,181,6
knn,semiz,0.9180327868852459,0.9444444444444444,0.8793103448275862,0.9107142857142858,0.9817607786735107,153,9,183,21
decision_tree,zhao,0.9398907103825137,0.9222222222222223,0.9540229885057471,0.9378531073446328,0.9390427092794547,166,14,178,8
logistic_regression,zhao,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9912634527495209,168,13,179,6
neural_network,zhao,0.9645645645645645,0.9420846233230135,0.9822368421052632,0.9608615108615108,0.9671898496240601,171,10,182,3
xgboost,zhao,0.9453551912568307,0.9230769230769231,0.9655172413793104,0.9438202247191013,0.9845316970741825,168,14,178,6
knn,zhao,0.9617486338797814,0.9347826086956522,0.9885057471264368,0.9608938547486033,0.989973633392751,172,12,180,2
decision_tree,ponti,0.9043715846994536,0.8971428571428571,0.9022988505747126,0.8997134670487106,0.9167487178284391,157,18,174,17
logistic_regression,ponti,0.9207650273224044,0.9190751445086706,0.9137931034482759,0.9164265129682997,0.9838706888036095,159,14,178,15
neural_network,ponti,0.9726726726726727,0.9587605042016808,0.9853333333333334,0.9709827538053345,0.9758368780977478,171,7,185,3
xgboost,ponti,0.9234972677595629,0.9055555555555556,0.9367816091954023,0.9209039548022598,0.9770111149133391,163,17,175,11
knn,ponti,0.9234972677595629,0.9195402298850575,0.9195402298850575,0.9195402298850575,0.9791461104159762,160,14,178,14
decision_tree,semiz,0.9207650273224044,0.9050279329608939,0.9310344827586207,0.9178470254957508,0.9308029096806185,162,17,175,12
logistic_regression,semiz,0.9344262295081968,0.9213483146067416,0.9425287356321839,0.9318181818181818,0.9912981119608022,164,14,178,10
neural_network,semiz,0.9755255255255255,0.9653240740740741,0.981111111111111,0.9728216137127506,0.9742876129718235,171,6,186,3
xgboost,semiz,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9874126159787924,168,12,180,6
knn,semiz,0.9153005464480874,0.9333333333333333,0.8850574712643678,0.9085545722713864,0.97402824382995,154,11,181,20
decision_tree,zhao,0.9398907103825137,0.9130434782608695,0.9655172413793104,0.9385474860335196,0.9620579559861848,168,16,176,6
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.990612654352012,168,12,180,6
neural_network,zhao,0.9727477477477476,0.9569508943928448,0.9897500000000001,0.9725212089963643,0.973406746031746,172,8,184,2
xgboost,zhao,0.9453551912568307,0.9230769230769231,0.9655172413793104,0.9438202247191013,0.9846176128727617,168,14,178,6
knn,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9913391706681516,171,13,179,3
decision_tree,ponti,0.9398907103825137,0.9130434782608695,0.9655172413793104,0.9385474860335196,0.9198695886312827,168,16,176,6
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9860507309060906,160,13,179,14
neural_network,ponti,0.9671921921921921,0.938738222561752,0.9933333333333334,0.9645828596690664,0.9686445981554677,173,11,181,1
xgboost,ponti,0.9344262295081968,0.907608695652174,0.9597701149425287,0.9329608938547486,0.9802039551502244,167,17,175,7
knn,ponti,0.9153005464480874,0.9181286549707602,0.9022988505747126,0.9101449275362319,0.9725461430918507,157,14,178,17
decision_tree,semiz,0.9289617486338798,0.9252873563218391,0.9252873563218391,0.9252873563218391,0.9533267133791263,161,13,179,13
logistic_regression,semiz,0.9398907103825137,0.9318181818181818,0.9425287356321839,0.9371428571428572,0.9886841182358189,164,12,180,10
neural_network,semiz,0.9754504504504503,0.9505683716867926,1.0,0.9739094756471094,0.9768128654970759,174,9,183,0
xgboost,semiz,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9873645385187567,169,13,179,5
knn,semiz,0.907103825136612,0.9320987654320988,0.867816091954023,0.8988095238095237,0.9805412504691681,151,11,181,23
decision_tree,zhao,0.9398907103825137,0.9269662921348315,0.9482758620689655,0.9375000000000001,0.9571183367286308,165,13,179,9
logistic_regression,zhao,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9880763704618138,169,13,179,5
neural_network,zhao,0.961861861861862,0.945758276960323,0.9713903743315508,0.9576019481354638,0.9621951871657753,169,9,183,5
xgboost,zhao,0.9562841530054644,0.9293478260869565,0.9827586206896551,0.9553072625698323,0.9841375016825953,171,13,179,3
knn,zhao,0.953551912568306,0.9289617486338798,0.9770114942528736,0.9523809523809524,0.9895215165325544,170,13,179,4
decision_tree,ponti,0.907103825136612,0.9022988505747126,0.9022988505747126,0.9022988505747126,0.9139132370682294,157,17,175,17
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.981983034681177,160,13,179,14
neural_network,ponti,0.9673423423423424,0.9528384687208217,0.9780701754385965,0.964518172459349,0.9693413334059787,170,8,184,4
xgboost,ponti,0.9316939890710383,0.9116022099447514,0.9482758620689655,0.9295774647887324,0.981976283207772,165,16,176,9
knn,ponti,0.9207650273224044,0.9239766081871345,0.9080459770114943,0.9159420289855073,0.9751739981505049,158,13,179,16
decision_tree,semiz,0.9262295081967213,0.9106145251396648,0.9367816091954023,0.9235127478753541,0.8962007360759296,163,16,176,11
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.9887699630091269,165,14,178,9
neural_network,semiz,0.9616366366366366,0.9433971583971585,0.9761904761904763,0.9564142417163038,0.9677824997275799,169,9,183,5
xgboost,semiz,0.9508196721311475,0.9285714285714286,0.9712643678160919,0.949438202247191,0.9834284547152194,169,13,179,5
knn,semiz,0.9043715846994536,0.9483870967741935,0.8448275862068966,0.8936170212765956,0.9801040033238175,147,8,184,27
decision_tree,zhao,0.9371584699453552,0.912568306010929,0.9597701149425287,0.9355742296918768,0.9612203806207933,167,16,176,7
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9911481410608634,168,12,180,6
neural_network,zhao,0.9536786786786784,0.9372990607379489,0.9694736842105263,0.9509500442573534,0.9565393407761829,168,11,181,6
xgboost,zhao,0.953551912568306,0.9243243243243243,0.9827586206896551,0.9526462395543176,0.9848716059650405,171,14,178,3
knn,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9912569383940868,168,12,180,6
decision_tree,ponti,0.9153005464480874,0.8994413407821229,0.9252873563218391,0.9121813031161473,0.9318019411267885,161,18,174,13
logistic_regression,ponti,0.9316939890710383,0.9257142857142857,0.9310344827586207,0.9283667621776505,0.9823634684136813,162,13,179,12
neural_network,ponti,0.9481231231231231,0.9355043859649121,0.9623809523809523,0.947836595138172,0.9489919233243536,167,12,180,7
xgboost,ponti,0.9153005464480874,0.8950276243093923,0.9310344827586207,0.9126760563380282,0.9769811784362868,162,19,173,12
knn,ponti,0.912568306010929,0.9176470588235294,0.896551724137931,0.9069767441860465,0.975059150908487,156,14,178,18
decision_tree,semiz,0.9180327868852459,0.9137931034482759,0.9137931034482759,0.9137931034482759,0.9336920826444427,159,15,177,15
logistic_regression,semiz,0.9344262295081968,0.9213483146067416,0.9425287356321839,0.9318181818181818,0.9900788311753225,164,14,178,10
neural_network,semiz,0.97012012012012,0.9515864808341925,0.98125,0.9648907247136987,0.9706968105423988,171,8,184,3
xgboost,semiz,0.9480874316939891,0.9281767955801105,0.9655172413793104,0.9464788732394367,0.9894964684438369,168,13,179,6
knn,semiz,0.9180327868852459,0.9390243902439024,0.8850574712643678,0.911242603550296,0.9802905219747016,154,10,182,20
decision_tree,zhao,0.9426229508196722,0.9135135135135135,0.9712643678160919,0.9415041782729805,0.956174592877239,169,16,176,5
logistic_regression,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9924031558396884,168,12,180,6
neural_network,zhao,0.9645645645645645,0.9443794909268055,0.990909090909091,0.9663165546560327,0.9644069900687547,172,11,181,2
xgboost,zhao,0.9508196721311475,0.9239130434782609,0.9770114942528736,0.9497206703910613,0.9830587925659323,170,14,178,4
knn,zhao,0.9508196721311475,0.9333333333333333,0.9655172413793104,0.9491525423728815,0.9887768876253196,168,12,180,6
decision_tree,ponti,0.912568306010929,0.8817204301075269,0.9425287356321839,0.9111111111111111,0.9080427277699791,164,22,170,10
logistic_regression,ponti,0.9262295081967213,0.9248554913294798,0.9195402298850575,0.9221902017291066,0.9839562649005584,160,13,179,14
neural_network,ponti,0.9728978978978979,0.9488792980960501,0.9933333333333334,0.9700876856118793,0.9744588744588745,173,9,183,1
xgboost,ponti,0.9316939890710383,0.9162011173184358,0.9425287356321839,0.9291784702549574,0.9752363303947889,164,15,177,10
knn,ponti,0.9180327868852459,0.9235294117647059,0.9022988505747126,0.9127906976744186,0.9788792384484941,157,13,179,17
decision_tree,semiz,0.9153005464480874,0.9181286549707602,0.9022988505747126,0.9101449275362319,0.9565892206241472,157,14,178,17
logistic_regression,semiz,0.9371584699453552,0.9217877094972067,0.9482758620689655,0.9348441926345609,0.987691672730036,165,14,178,9
neural_network,semiz,0.9728228228228228,0.9469257703081233,0.9928571428571429,0.9682457170489085,0.9749717673630718,173,9,183,1
